ID,wav,words,length
adapt_sample_2618_noisy,../data/adapt/adapt_sample_2618_noisy.wav,أسب الدين,0.8881875
adapt_sample_2619_noisy,../data/adapt/adapt_sample_2619_noisy.wav,وروحتله إديته الأوراق ديت هيعرف ياخدلك موعد لإن الموضوع مش إن إنت تقدم وبس الموضوع إن إنت تقدم ويتم قبولك إنت فاهم يقولولك إحنا استلمنا الورق بتاعك ده مهم جدا مش إن أنا احط الأوراق وخلاص ما أي واحد ممكن يحط الأوراق بتاعته,17.52
adapt_sample_2620_noisy,../data/adapt/adapt_sample_2620_noisy.wav,برافو عليك والله سقف لنفسك,1.9330625
adapt_sample_2621_noisy,../data/adapt/adapt_sample_2621_noisy.wav,خلص الطبق عشان يستغفرلك,1.619625
adapt_sample_2622_noisy,../data/adapt/adapt_sample_2622_noisy.wav,طيب دي معلومه مهمه جدا,3.4220625
adapt_sample_2623_noisy,../data/adapt/adapt_sample_2623_noisy.wav,صح,0.504
adapt_sample_2624_noisy,../data/adapt/adapt_sample_2624_noisy.wav,وفي ناس بتيجي وبتقعد وبتشتغل بجد وبتاخد عقد والشركه هي اللي بتدفع الضرايب بتاعتها,5.712
adapt_sample_2625_noisy,../data/adapt/adapt_sample_2625_noisy.wav,اللي جرب غير اللي ما جربش,2.742875
adapt_sample_2626_noisy,../data/adapt/adapt_sample_2626_noisy.wav,تاني بوق,0.7836875
adapt_sample_2627_noisy,../data/adapt/adapt_sample_2627_noisy.wav,قولي خمس أغاني كده لعبد الحليم,1.3845
adapt_sample_2628_noisy,../data/adapt/adapt_sample_2628_noisy.wav,أه,0.7575625
adapt_sample_2629_noisy,../data/adapt/adapt_sample_2629_noisy.wav,إنتي هتيجي تعملي إيه,2.064
adapt_sample_2630_noisy,../data/adapt/adapt_sample_2630_noisy.wav,أحسن من مين,0.9143125
adapt_sample_2631_noisy,../data/adapt/adapt_sample_2631_noisy.wav,عايز أجيب تلات أسئله,1.22775
adapt_sample_2632_noisy,../data/adapt/adapt_sample_2632_noisy.wav,لأ إستنى نسبوها عشان الطريق,2.184
adapt_sample_2633_noisy,../data/adapt/adapt_sample_2633_noisy.wav,مش من حقه إن هو يرجعك أصلا إنت ليه يا عم عندك مشكله عندك حاجه أه هيرجعك حد مبلغ عنك هيرجعك معندكش مشكله وواخد تأشيره,10.104
adapt_sample_2634_noisy,../data/adapt/adapt_sample_2634_noisy.wav,نفسك تتجوز واحده إيه بقى,1.9853125
adapt_sample_2635_noisy,../data/adapt/adapt_sample_2635_noisy.wav,دول لازم يكونوا معاك عندك الورقه يبقى ترجمها إنت بقى براحتك واخد بالك وشوف إيه الأوراق اللي هتبقى مطلوبه منك ساعة ما تروح للموعد,9.84
adapt_sample_2636_noisy,../data/adapt/adapt_sample_2636_noisy.wav,بسم الله الرحمن الرحيم طبعا إحنا إيه كنا مستهدفين,4.176
adapt_sample_2637_noisy,../data/adapt/adapt_sample_2637_noisy.wav,بليل هي,1.6979375
adapt_sample_2638_noisy,../data/adapt/adapt_sample_2638_noisy.wav,جانجي ماذا,1.848
adapt_sample_2639_noisy,../data/adapt/adapt_sample_2639_noisy.wav,طب إنت,1.071
adapt_sample_2640_noisy,../data/adapt/adapt_sample_2640_noisy.wav,وجايه بإذن الله,1.176
adapt_sample_2641_noisy,../data/adapt/adapt_sample_2641_noisy.wav,أنا بستخدمها جبنه كاسات,1.462875
adapt_sample_2642_noisy,../data/adapt/adapt_sample_2642_noisy.wav,إم,1.128
adapt_sample_2643_noisy,../data/adapt/adapt_sample_2643_noisy.wav,حلو كده كفايه كده,1.7501875
adapt_sample_2644_noisy,../data/adapt/adapt_sample_2644_noisy.wav,دا أه دي بقى إسمها معلش عشان بس نصلح المعلومه دي إسمها كارت تنديني في القلب دي مش خيوط ولا بتتقطع ولا,6.76575
adapt_sample_2645_noisy,../data/adapt/adapt_sample_2645_noisy.wav,كانت متجوزه وكده وبعد كده إتطلقت من جوزها وإتجوزها هو أبويا برضو إتجوزها اللي هي بت خالته وماحبلتش من الأولاني,8.472
adapt_sample_2646_noisy,../data/adapt/adapt_sample_2646_noisy.wav,الأماكن السياحيه دي عشان خاطر يخدوا حمام شمس وبتاع لإن هما محرومين من الحاجات ديت و أي حد عايش في أوروبا عارف الكلام ده,7.344
adapt_sample_2647_noisy,../data/adapt/adapt_sample_2647_noisy.wav,موزه,1.3845
adapt_sample_2648_noisy,../data/adapt/adapt_sample_2648_noisy.wav,بنفس الفكره قريب من المكان,1.632
adapt_sample_2649_noisy,../data/adapt/adapt_sample_2649_noisy.wav,الله سقفه للراجل ده,1.567375
adapt_sample_2650_noisy,../data/adapt/adapt_sample_2650_noisy.wav,وربنا يسامحنا بقى على اللي إحنا بنعمله في البطه ده,22.008
adapt_sample_2651_noisy,../data/adapt/adapt_sample_2651_noisy.wav,يعني إلعب في الوقت ده عاوز تقدم على تأشيرة سياحه قدم في الوقت ده,5.976
adapt_sample_2652_noisy,../data/adapt/adapt_sample_2652_noisy.wav,والله,0.574
adapt_sample_2653_noisy,../data/adapt/adapt_sample_2653_noisy.wav,صح,0.574
adapt_sample_2654_noisy,../data/adapt/adapt_sample_2654_noisy.wav,إيه دي بقى,0.6791875
adapt_sample_2655_noisy,../data/adapt/adapt_sample_2655_noisy.wav,عربية فول كنت بتسوي الفول فين,2.808
adapt_sample_2656_noisy,../data/adapt/adapt_sample_2656_noisy.wav,مبينالنا حاجات بس لازم,2.304
adapt_sample_2657_noisy,../data/adapt/adapt_sample_2657_noisy.wav,بس كده وشعري يصفر,1.071
adapt_sample_2658_noisy,../data/adapt/adapt_sample_2658_noisy.wav,لا الفراعنه كان عندهم حلال وحرام,1.619625
adapt_sample_2659_noisy,../data/adapt/adapt_sample_2659_noisy.wav,إستني بس براحه إستنى براحه,1.536
adapt_sample_2660_noisy,../data/adapt/adapt_sample_2660_noisy.wav,تمام وبيتكتك كده من التلج لذلك حتى هما بيجوا عندنا بيجو عندنا شرم وبيجوا عندنا الغردقه وبيجوا عندنا,7.992
adapt_sample_2661_noisy,../data/adapt/adapt_sample_2661_noisy.wav,طيب عايز أوريكوا حاجه يا جماعه,11.88
adapt_sample_2662_noisy,../data/adapt/adapt_sample_2662_noisy.wav,جنوب أفريقيا,0.6530625
adapt_sample_2663_noisy,../data/adapt/adapt_sample_2663_noisy.wav,في بنت قالتلك عايزه أرتبط بيك قبل كده,1.410625
adapt_sample_2664_noisy,../data/adapt/adapt_sample_2664_noisy.wav,بابا,1.368
adapt_sample_2665_noisy,../data/adapt/adapt_sample_2665_noisy.wav,طب أنا لو مثلا داخل بقولك عايز حاجه للبرد وإنتي في الصيدليه هتديني إيه,4.989375
adapt_sample_2666_noisy,../data/adapt/adapt_sample_2666_noisy.wav,وبعدين,2.4
adapt_sample_2667_noisy,../data/adapt/adapt_sample_2667_noisy.wav,ممكن في يوم من الأيام تتجوز,1.9591875
adapt_sample_2668_noisy,../data/adapt/adapt_sample_2668_noisy.wav,أقسم بالله,0.7575625
adapt_sample_2669_noisy,../data/adapt/adapt_sample_2669_noisy.wav,دلوقتي تيجي تتكلم وتمشي وأنا أناديلك تنفضلي,3.0563125
adapt_sample_2670_noisy,../data/adapt/adapt_sample_2670_noisy.wav,الحب الحقيقي,1.12325
adapt_sample_2671_noisy,../data/adapt/adapt_sample_2671_noisy.wav,تعالى يا نمره تعالى,1.567375
adapt_sample_2672_noisy,../data/adapt/adapt_sample_2672_noisy.wav,شكرا مع السلامه,1.097125
adapt_sample_2673_noisy,../data/adapt/adapt_sample_2673_noisy.wav,يعني إيه فرود,1.8808125
adapt_sample_2674_noisy,../data/adapt/adapt_sample_2674_noisy.wav,لأ,0.9404375
adapt_sample_2675_noisy,../data/adapt/adapt_sample_2675_noisy.wav,مواليد أربعه وخمسين وإحنا تلاته وعشرين يعني تقريبا,4.008
adapt_sample_2676_noisy,../data/adapt/adapt_sample_2676_noisy.wav,إقفلها وشغالها تاني,0.9404375
adapt_sample_2677_noisy,../data/adapt/adapt_sample_2677_noisy.wav,ها,2.688
adapt_sample_2678_noisy,../data/adapt/adapt_sample_2678_noisy.wav,ربع مليون مثلا هتحطهم برضو في البنك وتيجي هنا أسبانيا تدرس السنه كلها بتمنمية يورو,5.064
adapt_sample_2679_noisy,../data/adapt/adapt_sample_2679_noisy.wav,مشروع فاشل وإنت,1.410625
adapt_sample_2680_noisy,../data/adapt/adapt_sample_2680_noisy.wav,حفظنا على القناه إحنا طبعا بنعمل جوبيا تانيه,3.12
adapt_sample_2681_noisy,../data/adapt/adapt_sample_2681_noisy.wav,دلوقتي المنتخب بتاعنا إتهزم,12.1208125
adapt_sample_2682_noisy,../data/adapt/adapt_sample_2682_noisy.wav,ده بيعمل ايه,1.344
adapt_sample_2683_noisy,../data/adapt/adapt_sample_2683_noisy.wav,لا بجد,0.548
adapt_sample_2684_noisy,../data/adapt/adapt_sample_2684_noisy.wav,لا لا لا لا متسويش,1.464
adapt_sample_2685_noisy,../data/adapt/adapt_sample_2685_noisy.wav,ياخد من وراك بقى خمسمية ستمية يورو وبتاع مش عارف إيه ويقولك أقعد بقى والأوراق أنا هعملهالك,5.808
adapt_sample_2686_noisy,../data/adapt/adapt_sample_2686_noisy.wav,الساده المشاهدين دلوقتي إحنا كده هنطعم بقى الجوبيا بعد إحنا طبعا معمل عشان طبعا لو في فهد ولا في,11.16
adapt_sample_2687_noisy,../data/adapt/adapt_sample_2687_noisy.wav,علينا وعليكو,1.152
adapt_sample_2688_noisy,../data/adapt/adapt_sample_2688_noisy.wav,زي ما هو,0.792
adapt_sample_2689_noisy,../data/adapt/adapt_sample_2689_noisy.wav,عايز أعرف أخد ده,1.536
adapt_sample_2690_noisy,../data/adapt/adapt_sample_2690_noisy.wav,وهعمل العوده من ميلانو من ميلانو لبلدي,7.416
adapt_sample_2691_noisy,../data/adapt/adapt_sample_2691_noisy.wav,زي ما إنت شايف كده وهتيجي في ركن في ركن في الغيه عندك أو في نص الغيه عادي زي ما إنت شايف كده هتحط الإيه الماسوره,13.968
adapt_sample_2692_noisy,../data/adapt/adapt_sample_2692_noisy.wav,المريضه,1.097125
adapt_sample_2693_noisy,../data/adapt/adapt_sample_2693_noisy.wav,مش عاوز إدفع ضرايب طب ممعكش إقامه ولسه جاي وحصلت على العقد ده قولهم هو بيسألك عايز تدفع ضرايب أه عاوز تدفع ضرايب,10.008
adapt_sample_2694_noisy,../data/adapt/adapt_sample_2694_noisy.wav,يالهوي غير أي حد ما يتصور,3.72
adapt_sample_2695_noisy,../data/adapt/adapt_sample_2695_noisy.wav,ونتمنلكم السعاده دايما والسلام عليكم ورحمة الله وبركاته,4.56
adapt_sample_2696_noisy,../data/adapt/adapt_sample_2696_noisy.wav,فرع في مدينة نصر,1.608
adapt_sample_2697_noisy,../data/adapt/adapt_sample_2697_noisy.wav,أيوه,0.444
adapt_sample_2698_noisy,../data/adapt/adapt_sample_2698_noisy.wav,عشان المفروض يجي بسرعه,1.3845
adapt_sample_2699_noisy,../data/adapt/adapt_sample_2699_noisy.wav,متنسوش دعمكم يا جماعه الإشتراك في القناه,2.712
adapt_sample_2700_noisy,../data/adapt/adapt_sample_2700_noisy.wav,إيه,0.528
adapt_sample_2701_noisy,../data/adapt/adapt_sample_2701_noisy.wav,كله إتدلق مني,0.9926875
adapt_sample_2702_noisy,../data/adapt/adapt_sample_2702_noisy.wav,طب ما أنا لما أجبلها هديه هي هتفيدني بإيه,2.533875
adapt_sample_2703_noisy,../data/adapt/adapt_sample_2703_noisy.wav,الله يخليك جروح,0.792
adapt_sample_2704_noisy,../data/adapt/adapt_sample_2704_noisy.wav,عشان خاطر بس الفيديو ما يبقاش طويل يا جماعه وعلى يمينك الكوبري على يمينك الكوبري أهو الشارع بيلف بيك أهو الشارع بيلف بيك أهو,10.272
adapt_sample_2705_noisy,../data/adapt/adapt_sample_2705_noisy.wav,لو طالوا الأوطان الحديد هياكلها,3.048
adapt_sample_2706_noisy,../data/adapt/adapt_sample_2706_noisy.wav,كان بين مصر ومين,1.6979375
adapt_sample_2707_noisy,../data/adapt/adapt_sample_2707_noisy.wav,بطل تبقى سرسجي,0.9143125
adapt_sample_2708_noisy,../data/adapt/adapt_sample_2708_noisy.wav,الفرق بين الحب والعشق يا فندم,1.515125
adapt_sample_2709_noisy,../data/adapt/adapt_sample_2709_noisy.wav,هو مش بس حقق حلمه بإن هو يبني من الصحرا دي حي مصر الجديده العريق المتكامل في كل خدماته ولكنه كمان حقق حلم مماته بإنه يدفن في تراب مصر رغم إن هو جاله الموت وهو في بلجيكا ولكن بناءا على وصيته تم نقل جثمانه لهنا في مصر الجديدة علشان يدفن أسفل كنيسة البازليك اللي على بعد كام متر من قصره,29.04
adapt_sample_2710_noisy,../data/adapt/adapt_sample_2710_noisy.wav,يعني البنات تروح المطبخ إنت تروح فين,1.9069375
adapt_sample_2711_noisy,../data/adapt/adapt_sample_2711_noisy.wav,النتيجه كانت كام,2.1681875
adapt_sample_2712_noisy,../data/adapt/adapt_sample_2712_noisy.wav,ليه بقى مفيش حد أصلا بيقدم في الوقت ده يعني,4.896
adapt_sample_2713_noisy,../data/adapt/adapt_sample_2713_noisy.wav,يعني هتبط هتشيل الحاجات اللي في دماغك دي,2.2465625
adapt_sample_2714_noisy,../data/adapt/adapt_sample_2714_noisy.wav,تمام,0.417
adapt_sample_2715_noisy,../data/adapt/adapt_sample_2715_noisy.wav,أه الحمد لله,1.248
adapt_sample_2716_noisy,../data/adapt/adapt_sample_2716_noisy.wav,تعمل إيه,1.32
adapt_sample_2717_noisy,../data/adapt/adapt_sample_2717_noisy.wav,مهاجم,0.574
adapt_sample_2718_noisy,../data/adapt/adapt_sample_2718_noisy.wav,بين مصر و غنيا,2.586125
adapt_sample_2719_noisy,../data/adapt/adapt_sample_2719_noisy.wav,البطاريه أعضعض فيها أحطها في الفريزر وأحطها تاني تلاقيه إشتغل,3.5526875
adapt_sample_2720_noisy,../data/adapt/adapt_sample_2720_noisy.wav,شهادة الميلاد يعني فيش وتشبيه شهادة ميلاد أو فاتورة مياه أو كهربا أو غاز الموضوع سهل دول قبل ما تيجي تجيبهم,11.352
adapt_sample_2721_noisy,../data/adapt/adapt_sample_2721_noisy.wav,علشان التكرار يا جماعه,2.112
adapt_sample_2722_noisy,../data/adapt/adapt_sample_2722_noisy.wav,لو بتحبها,1.1755
adapt_sample_2723_noisy,../data/adapt/adapt_sample_2723_noisy.wav,لو إنت أرتبطت الست هتكلفك بإيه,1.671875
adapt_sample_2724_noisy,../data/adapt/adapt_sample_2724_noisy.wav,مش مرتبط,1.149375
adapt_sample_2725_noisy,../data/adapt/adapt_sample_2725_noisy.wav,إيه الموقف الغريب اللي حصل بينك وبين الدليفري قبل كده,2.351
adapt_sample_2726_noisy,../data/adapt/adapt_sample_2726_noisy.wav,ربنا سبحانه وتعالى,1.176
adapt_sample_2727_noisy,../data/adapt/adapt_sample_2727_noisy.wav,يعني والدي كان عنده شوية حمام بلدي غاب سنه ما ياخدش منهم بيضه,4.704
adapt_sample_2728_noisy,../data/adapt/adapt_sample_2728_noisy.wav,أيو أنا بقو,1.28
adapt_sample_2729_noisy,../data/adapt/adapt_sample_2729_noisy.wav,الفهد,1.152
adapt_sample_2730_noisy,../data/adapt/adapt_sample_2730_noisy.wav,المنطقه فيها فهد,1.944
adapt_sample_2731_noisy,../data/adapt/adapt_sample_2731_noisy.wav,تقولها إيه,0.7314375
adapt_sample_2732_noisy,../data/adapt/adapt_sample_2732_noisy.wav,بيعمل ايه بقى صاحب المكتب ده,2.184
adapt_sample_2733_noisy,../data/adapt/adapt_sample_2733_noisy.wav,أه ده,1.704
adapt_sample_2734_noisy,../data/adapt/adapt_sample_2734_noisy.wav,لأ أنا مش شايف إن فيه ميزه,1.671875
adapt_sample_2735_noisy,../data/adapt/adapt_sample_2735_noisy.wav,عندهم,0.9404375
adapt_sample_2736_noisy,../data/adapt/adapt_sample_2736_noisy.wav,متعاقد مع قناه فا,1.8024375
adapt_sample_2737_noisy,../data/adapt/adapt_sample_2737_noisy.wav,لازم تجيبهم معاك بقيت الأوراق لما تيجي تعملهم,3.12
adapt_sample_2738_noisy,../data/adapt/adapt_sample_2738_noisy.wav,أنا إسكندراني أيوه بقى,2.088
adapt_sample_2739_noisy,../data/adapt/adapt_sample_2739_noisy.wav,أه خدتهم مني قولت تصدقي أنا غلطان اللي قولتلك,3.6049375
adapt_sample_2740_noisy,../data/adapt/adapt_sample_2740_noisy.wav,أيو,0.48
adapt_sample_2741_noisy,../data/adapt/adapt_sample_2741_noisy.wav,بجد والله أه هو تمام,2.92575
adapt_sample_2742_noisy,../data/adapt/adapt_sample_2742_noisy.wav,أقسم بالله,0.8359375
adapt_sample_2743_noisy,../data/adapt/adapt_sample_2743_noisy.wav,يعني الماتش بتاع واحد صفر,1.619625
adapt_sample_2744_noisy,../data/adapt/adapt_sample_2744_noisy.wav,نجم نجم نجم المنتخب أحمد فتحي,2.795125
adapt_sample_2745_noisy,../data/adapt/adapt_sample_2745_noisy.wav,كل سنه وإنتي طيبه يا رب وإنت طيب,1.728
adapt_sample_2746_noisy,../data/adapt/adapt_sample_2746_noisy.wav,لأ أنا زملكاوي يابا,1.410625
adapt_sample_2747_noisy,../data/adapt/adapt_sample_2747_noisy.wav,حي هليوبلس أو مصر الجديده بارون إمبان إستعان كمان بمهندس تاني فرنسي إسمه ألكسندر مرسال عشان يصمم مصر الجديده ويصمم القصر الغامض بسلامته قصر البارون إمبان الباب اللي دخلنا منه ده ده كان باب الإسطبل بتاع القصر اللي فيه الخيل,19.224
adapt_sample_2748_noisy,../data/adapt/adapt_sample_2748_noisy.wav,أنا بتاع إيه,1.358375
adapt_sample_2749_noisy,../data/adapt/adapt_sample_2749_noisy.wav,تمام طيب هي بقى بتابعلك الملف بتاعك من الألف للياء وأي حاجه بتبلغك بيه بتبقى زي هي المحاميه بتاعتك بتاعت الدوله دول محاميين شغالين تبع الدوله مش مكتب خاص زي المكاتب اللي بتعملك أوراق وبتاخد منك فلوس لأ هما بياخدوا منك عموله مقابل الخدمات اللي هما بيقدموهالك,22.992
adapt_sample_2750_noisy,../data/adapt/adapt_sample_2750_noisy.wav,أستفاد بالعشره جنيه اللي دفعتها,2.0114375
adapt_sample_2751_noisy,../data/adapt/adapt_sample_2751_noisy.wav,في عقد بتلات شهور في عقد بست شهور في عقد بسنه تمام,4.056
adapt_sample_2752_noisy,../data/adapt/adapt_sample_2752_noisy.wav,ألف دولار المهم إنت كده معدي المده اللي هو عاوزها هو عاوز ورقه تغطي في منطقة الشنجل بحوالي تلاتين ألف يورو,9.816
adapt_sample_2753_noisy,../data/adapt/adapt_sample_2753_noisy.wav,أو أنا هغير من حياتي,1.358375
adapt_sample_2754_noisy,../data/adapt/adapt_sample_2754_noisy.wav,أنا أحمد رأفت مش محمد صلاح,2.0114375
adapt_sample_2755_noisy,../data/adapt/adapt_sample_2755_noisy.wav,الونش,1.149375
adapt_sample_2756_noisy,../data/adapt/adapt_sample_2756_noisy.wav,مكنش موجود أصلا في المنتخب,1.619625
adapt_sample_2757_noisy,../data/adapt/adapt_sample_2757_noisy.wav,مش حد مفتكسه من جيبه يعني أو حد مفتكسه من دماغه تمام بالنسبه للغه الناس اللي كلمتني على اللغه أنا الفيديو يكون بسيط يعني عشان مطولش عليكو بالنسبه للناس اللي كلمتني على أنا كاتبلكوا ورقه والله بالنسبه للناس اللي كلمتني على موضوع اللغه فللغه هنا يعني مش هقولك إنها ضروري ميه في الميه ولكن هي ضروري بنسبه اللغه البرتغاليه مثلا ضروري بنسبة خمسين في الميه تمام هقولك ليه خمسين في الميه خمسين في الميه إن إنت تقدر عدل وضعك كشغل بيها يعني إنت مثلا لما تيجي تكون شغال عند حد مثلا عربي,37.68
adapt_sample_2758_noisy,../data/adapt/adapt_sample_2758_noisy.wav,شايفين الورقه دي برضو مطلوبه إيه بالبرتغالي ماشي أنا هحاول هحاول إن أنا يعني إيه أشوف إيه اللي أعرفه لإن أنا في حاجات في البرتغالي مبعرفهاش ولكن هي دي الورقه أهي قبل ما بتروح على الميعاد تبصم تبصم,23.016
adapt_sample_2759_noisy,../data/adapt/adapt_sample_2759_noisy.wav,على النت,0.7836875
adapt_sample_2760_noisy,../data/adapt/adapt_sample_2760_noisy.wav,إزاي نجم منتخب ها وال والمدرب ميخدش,3.84
adapt_sample_2761_noisy,../data/adapt/adapt_sample_2761_noisy.wav,بيقدملك فيه هنا يا جماعه عقود كتير في عقد إسمه عقد إبتدائي اللي هو عقد إختبار,5.904
adapt_sample_2762_noisy,../data/adapt/adapt_sample_2762_noisy.wav,ماشي,0.6
adapt_sample_2763_noisy,../data/adapt/adapt_sample_2763_noisy.wav,ليه,0.496
adapt_sample_2764_noisy,../data/adapt/adapt_sample_2764_noisy.wav,ده أعراض ناس مش هينفع,1.515125
adapt_sample_2765_noisy,../data/adapt/adapt_sample_2765_noisy.wav,لازم أكون مستوفي الأوراق دي تمام فهو بيعمل إيه بيقدملك العقد مع الأوراق دي بيديك عقد من عنده مقابل بيعملك الباكدج ده كله كده من ميتين لتلتميه أنا معرفش بقى بيوصل ربعميه كل مدى الموضوع بيزيد,19.872
adapt_sample_2766_noisy,../data/adapt/adapt_sample_2766_noisy.wav,هتسيب دي زي ما هي كده,1.344
adapt_sample_2767_noisy,../data/adapt/adapt_sample_2767_noisy.wav,أيوه,0.548
adapt_sample_2768_noisy,../data/adapt/adapt_sample_2768_noisy.wav,مين اللي أكلها برضو ليه,2.568
adapt_sample_2769_noisy,../data/adapt/adapt_sample_2769_noisy.wav,أنا في الورشه هجيلك بقى أعمل إيه طيب,3.048
adapt_sample_2770_noisy,../data/adapt/adapt_sample_2770_noisy.wav,بكام الفوطه,0.864
adapt_sample_2771_noisy,../data/adapt/adapt_sample_2771_noisy.wav,حكاية القصر يلا بينا ندخل القصر بيقابلنا في الدور الأرضي في القصر تلات صالات دي الصاله الرئيسيه اللي في النص هتلاقوا إن النقوش بتاعتها هندوسيه برضو بوزيه,19.272
adapt_sample_2772_noisy,../data/adapt/adapt_sample_2772_noisy.wav,وجع قلبه ووجع دماغه وتتصل تقولك معرفش مين ضايقني تعالى إتخانقلي معرفش إيه وأنا,6.0081875
adapt_sample_2773_noisy,../data/adapt/adapt_sample_2773_noisy.wav,طيب متدفعش بقى فلوس العقد كلها لما تيجي تشتري عقد متدفعش فلوس العقد كلها هتقوله مثلا إيه أنا هديهالك على أجزاء أو مثلا العقد تمنه كام خلينا مثلا نقول مثلا تمنه ألف وإيه وميتين يورو حلو أنا مطلوب مني أدفع ضرايب ميتين وتلاتين يورو كل شهر,21.768
adapt_sample_2774_noisy,../data/adapt/adapt_sample_2774_noisy.wav,ممكن تفتحي الظرف وتعديهم,1.56
adapt_sample_2775_noisy,../data/adapt/adapt_sample_2775_noisy.wav,السلام عليكم ورحمة الله وبركاته النهارده إن شاء الله رايحين فين رايحين الجمعيات اللي أنا قولتلكوا عليها وهوريلكوا مكانها هي جمعيات إسمها أمجريشن,17.28
adapt_sample_2776_noisy,../data/adapt/adapt_sample_2776_noisy.wav,أنا عشان أقدم على السيستم على الموقع بتاع البرتغال,5.064
adapt_sample_2777_noisy,../data/adapt/adapt_sample_2777_noisy.wav,إنتو الكاميرا الخفيه ولا إيه,1.671875
adapt_sample_2778_noisy,../data/adapt/adapt_sample_2778_noisy.wav,وإزاي هنقاوم الفران حتى لو إنت مسيب الحمام يعني لو إنت مسيب الحمام في نفس الأوضه,6.408
adapt_sample_2779_noisy,../data/adapt/adapt_sample_2779_noisy.wav,ليه أسطب ما أنا أصرف فلوس على حاجه تفيدني أنا,3.0563125
adapt_sample_2780_noisy,../data/adapt/adapt_sample_2780_noisy.wav,أنا إتعملي محضر غش,1.44
adapt_sample_2781_noisy,../data/adapt/adapt_sample_2781_noisy.wav,واحد صفر,0.8098125
adapt_sample_2782_noisy,../data/adapt/adapt_sample_2782_noisy.wav,طيب ما خلاص يبقى ده ده حقهم مش,2.4555
adapt_sample_2783_noisy,../data/adapt/adapt_sample_2783_noisy.wav,بس متأخر خالص,2.016
adapt_sample_2784_noisy,../data/adapt/adapt_sample_2784_noisy.wav,يلا يا سرسجي مع السلامه,1.3845
adapt_sample_2785_noisy,../data/adapt/adapt_sample_2785_noisy.wav,أنا بييت من غير عشا,1.64575
adapt_sample_2786_noisy,../data/adapt/adapt_sample_2786_noisy.wav,يا نهار أبيض,1.224
adapt_sample_2787_noisy,../data/adapt/adapt_sample_2787_noisy.wav,الجوبيا دي بتجيبه إن شاء الله في تصوير ممتع وفيديو ممتع,4.92
adapt_sample_2788_noisy,../data/adapt/adapt_sample_2788_noisy.wav,هغازل فتاة أحلامي أقولها إيه إم,1.7240625
adapt_sample_2789_noisy,../data/adapt/adapt_sample_2789_noisy.wav,أنا هعرف أنا ورانا حاجه,1.671875
adapt_sample_2790_noisy,../data/adapt/adapt_sample_2790_noisy.wav,هجيلك أه,1.344
adapt_sample_2791_noisy,../data/adapt/adapt_sample_2791_noisy.wav,ألف وتمانين,0.816
adapt_sample_2792_noisy,../data/adapt/adapt_sample_2792_noisy.wav,العماره الصفره دي هنخش من عندها يمين,3.408
adapt_sample_2793_noisy,../data/adapt/adapt_sample_2793_noisy.wav,عن تجربتي الشخصيه ويا رب تفيدك يا رب تكون النصايح اللي انا بقدمها بتفيد الناس وزي ما قولتلكوا إسمع كتير خد مني وخد من غيري وإن شاء الله ربنا هيكرمك لإن أنا عارف اللي بيحط السفر في دماغه خلاص,16.008
adapt_sample_2794_noisy,../data/adapt/adapt_sample_2794_noisy.wav,قالولي إدخل تمريض هتقبض بالدولار,2.1159375
adapt_sample_2795_noisy,../data/adapt/adapt_sample_2795_noisy.wav,تعالى خش إتكلم قول على قولى على اللي في نفسك كله,3.2391875
adapt_sample_2796_noisy,../data/adapt/adapt_sample_2796_noisy.wav,بتاع الدليفري ليه سموه طيار,1.3845
adapt_sample_2797_noisy,../data/adapt/adapt_sample_2797_noisy.wav,أه,3.5004375
adapt_sample_2798_noisy,../data/adapt/adapt_sample_2798_noisy.wav,أحسن من الزعامه,3.5788125
adapt_sample_2799_noisy,../data/adapt/adapt_sample_2799_noisy.wav,عشان دي سمعتها وعارفه تميزت بإيه فبتفضل محافظه على التميز ده طول ما هو مسمع إفضل خليك عارف إن هو محافظ على التميز دي,9.984
adapt_sample_2800_noisy,../data/adapt/adapt_sample_2800_noisy.wav,كانت عجباني,0.8620625
adapt_sample_2801_noisy,../data/adapt/adapt_sample_2801_noisy.wav,ولكن لو إنت يعني سألت عاوز أروح الجيش ألف واحد هيدلك,8.712
adapt_sample_2802_noisy,../data/adapt/adapt_sample_2802_noisy.wav,إن شاء الله إن شاء الله,0.888
adapt_sample_2803_noisy,../data/adapt/adapt_sample_2803_noisy.wav,أه,2.592
adapt_sample_2804_noisy,../data/adapt/adapt_sample_2804_noisy.wav,ده الباجور طبعا ده تجديد الكوبري الباجور ده كوبري الباجور,8.688
adapt_sample_2805_noisy,../data/adapt/adapt_sample_2805_noisy.wav,والله العظيم ده كان دلوقتي هلبس وخارجلك,3.072
adapt_sample_2806_noisy,../data/adapt/adapt_sample_2806_noisy.wav,لأ ده كده سرقه بقى وحرام لأ,3.3175625
adapt_sample_2807_noisy,../data/adapt/adapt_sample_2807_noisy.wav,عايزين فلوس بقى حلاوة حالك حلو بس خمسمية جنيه بقى عشان المحضر ها,4.464
adapt_sample_2808_noisy,../data/adapt/adapt_sample_2808_noisy.wav,اني مواليد أربعه وخمسين,2.304
adapt_sample_2809_noisy,../data/adapt/adapt_sample_2809_noisy.wav,من روما مثلا لميلانو,4.056
adapt_sample_2810_noisy,../data/adapt/adapt_sample_2810_noisy.wav,بتقول إيه يا بابا,0.96
