audio,transcript
test_sample_3531_noisy,رافض
test_sample_3532_noisy,بس
test_sample_3533_noisy,طبعا روحي السمك بتغطي على رجلي إيه سمك المايك اتغيرت هي روحتي اتجوزت نفسك على رغبة الايه استنوا فرحان هو إسمه كده تسمح
test_sample_3534_noisy,ولابل بالجامعه اللي مجموع جابعه وخلاص ولا توكل على الله سبحانه و تعالى طب عرفي
test_sample_3535_noisy,أنا عايزك تطلعي تتكلمي مواطن دلوقتي وتقول لها ما هو متعنيش جابها عشان أنا هطلبلك أوبر إيتس معايا و أنا جايه <fil> <fil> <fil> <fil> <fil> <fil>
test_sample_3536_noisy,اللي أنا عايز أقولهولك إن المكتب ده هيساعدك كتير جدا جدا جدا جدا حتى لو إنت عملت الأوراق في مكتب بره
test_sample_3537_noisy,خلاص واحد بيلعب بيه
test_sample_3538_noisy,يا ليفل يا ريس يا ريس يا ريس يا ريس
test_sample_3539_noisy,الله سبحانه و تعالى لا لا لا لا لا لا لا لا لا لا لا لا لا لا لا لا لا لا ماما لا لا لا لا لا لا لا لا لا لا لا لا لا لا لا لا لا لا لا لا لا لا لا لا لا لا لا لا لا لا لا لا
test_sample_3540_noisy,من بدعيين <fil> <fil> <fil> <fil> <fil> <fil> <fil> <fil> <fil
test_sample_3541_noisy,ممكن عاجبك وممكن ميعجبكش و لكن لما نتكلم في موضوع الشغل ده عشان في ناس كتير أنا مفيش شغل لأ في شغل
test_sample_3542_noisy,فول
test_sample_3543_noisy,أنا لما لقيت نفسي في كلها مش حبيبها مع احترامي طبعا لكلية التجاره جامعة القاهره اللي الكريم بتاعها لسه معايا لحد دلوقتي وأنا مسافره بس أنا برضو مش عصر على نفس الأنبوبه ومش هكمل في حاجه أنا مش شايف نفسي فيها
test_sample_3545_noisy,قدام الجامعه العربيه بتصور و الله العظيم الوجهه اللي جايه فريده كل حاجه
test_sample_3546_noisy,شهادة ميلاد ميه واتنين من جامعة عين شمس
test_sample_3547_noisy,لا أنا شايف العشو والحب أتفضل حاجه واحده
test_sample_3548_noisy,الحقيقه أنا مش عارف إيه <fil> بس <fil> <fil> <fil> <fil> <fil> <fil> <fil> <fil>
test_sample_3549_noisy,النقطه دي عليه الصلا
test_sample_3550_noisy,بس يااسه زي الفل
test_sample_3551_noisy,اللي اشترك في الكلام أنا عامل قناه من أيام ما كانوا بيسبتوا الناس على أول الطريق
test_sample_3552_noisy,تمام رقم مين ده اللي هو الرقم الضريبي لما بتيجي مش كده أي حاجه أي حاجه
test_sample_3553_noisy,<fil> <fil> <fil> <fil> أعلى بس عليكم
test_sample_3554_noisy,الدايره
test_sample_3555_noisy,أول مره أشوف والحاجه دي قدام الصراحه في
test_sample_3556_noisy,فبقرا الرداء ما عندكش أي حاله إنت تثبتلهم بيها إن إنت تقدر ترجع
test_sample_3557_noisy,و الله مساء الخير مساء الخير مساء الخير مساء الخير مساء
test_sample_3558_noisy,وهتحط أتنقل بقى إيه قد يا ريس أنا حتة ريه
test_sample_3560_noisy,هو متشربشي بروح يجيب بجد مش عارفه أعمل إيه
test_sample_3561_noisy,<fil> <fil> في ناس بقى بالدعاء طب اللايت عشان الناس في السفارات وانتو أحلى خد في الدنيا
test_sample_3562_noisy,خاصه أوي إن أنا خايفه أوي
test_sample_3563_noisy,تمام لأن مش كلنا نعرف ناس في أوروبا مش كلها أنا هخاف في المرتبات فإن شاء الله إنت كده عندك المعلومات و أنا بالنسبالي الفيدي إن أنا أعمل أهم فيديوهات صراحه يعني الحمد لله
test_sample_3564_noisy,بسم العباسيه
test_sample_3565_noisy,شاعر
test_sample_3566_noisy,البلايز يلا بينا يلا يلا بينا يلا يلا
test_sample_3567_noisy,<fil> <fil> <fil> 
test_sample_3568_noisy,هديك
test_sample_3569_noisy,بس كده بس دايما الكلام ده بألفه بألفين دول أستأمنو لما لا يكون إنت مش فاهم هو عارف بقى فين المكتب اللي خلاص الأولى دي فإيه
test_sample_3570_noisy,ومعايش بيها معايا وأربع با أنا و كل واحده بايكي
test_sample_3571_noisy,ناس كتيره جدا جدا جدا جدا جدا جدا جدا جدا جدا جدا جدا جدا جدا جدا جدا جدا جدا
test_sample_3572_noisy,فايده
test_sample_3573_noisy,خدمات أجانب دي نائب الهجر
test_sample_3575_noisy,<fil> <fil> <fil> <fil> <fil> <fil> <fil>
test_sample_3576_noisy,ودورت كانت كده موجودين كل أسبوع بيقف على الكرسي و حابب إن
test_sample_3577_noisy,من أيضا قال من أي صور مركب أي حاجه بتشتريها و إنت بتشتري هو بيطلب منك الرقم ده إن إنت بتتفاعل في البلد إن إنت قاعد في البلد وبتصلي
test_sample_3578_noisy,البشع المريض يسعود بقى ويروح للدكتور بلاقيها عامل سندوتش كده حاضر الجرح
test_sample_3579_noisy,و اتخذت لهذه الجروب عشان اللي جاي أحلى
test_sample_3580_noisy,إحنا معناها يا جماعه عماله عشان
test_sample_3581_noisy,<fil> <fil> <fil> <fil> <fil> <fil> <fil> <fil> <fil> <fil> <fil> <fil> <fil> <fil> <fil> <fil> <fil> <fil> <fil> <fil> <fil> <fil> <fil> <fil> <fil> <fil> <fil> <fil> <fil> <fil> <fil> <fil> <fil> <fil> <fil> <fil> <fil> <fil> <fil> <fil> <fil> <fil> <fil> <fil> <fil> <fil> <fil> <fil> <fil> <fil> من كري
test_sample_3582_noisy,أكبر فاتنه و هدى سمعتها في حياتي إن النيل بيقف في كل سنه دي أو الناس بتشرب منه عمرها بيزيد
test_sample_3583_noisy,تمام وواضي من ورقه بيكون مكتوب عليها بالصدفه إن أنا رايحه أوي لبنان يا إما الأمر
test_sample_3584_noisy,بيقولك حط لمونه وحطي مش عارف فحمه و قعد يدعيك سندك و بال المعلوم بتاع السنان ده طلع أصلا إن هو بيشيل تبقي ترمينا أو الأنابيب اللي هي بايه دي وبالتالي وبتعمل حساسيه في السيناريو بيبوظ الدنيا هيعمل إيه بالمعجوم بتاع السنان ده طلع أصلا إن هو بيشيل طبقة المينا أو الأنابيب اللي هي بايه دي وبالتالي وبتعمل حساسيه في السيناريو
test_sample_3585_noisy,لازم يكونوا عديد عليها زنه دي برضو من ضمن الأوراق المهمه جدا فعشان أطلع السفير و البنزل إن أنا فعلا مسافر لازم أعيشه معايا أنا معييش معايا كده إن أنا فيها
test_sample_3586_noisy,لبني يا إما اتفضلي
test_sample_3587_noisy,اللي رايح سياحه بجد طبعا يعني إحنا خلينا نتكلم بصراحه اللي إحنا عاوزين ناخد التشريع عشان نخص الإتحاد الأوروبي
test_sample_3588_noisy,تاكل تاكل تاكل تاكل تاكل تاكل تاكل تاكل
test_sample_3590_noisy,قالوله
test_sample_3591_noisy,<fil> <fil> <fil> <
test_sample_3592_noisy,دخلت دلوقتي الأسره غير
test_sample_3593_noisy,عند اللي هو <fil> عند <fil> <fil> <fil> <fil>
test_sample_3594_noisy,إنت بتساعد عاليه التانيه طب هايل ده بس عملت البطاله
test_sample_3595_noisy,كانوا هو البنداوي دراسات ولا بحمه بطريقة قرية قرية حمو بطريقة حمو بطريقة حمو بطريقة حمو بطريقة حمو بطريق
test_sample_3596_noisy,ما هو ده اللي إنت فرح فيه
test_sample_3597_noisy,بالراحه برافو برافو برافو برافو برافو برافو برافو عليكم الله الرحمن الرحيم بسم الله الرحمن الرحيم بسم الله الرحمن الرحي
test_sample_3598_noisy,<fil> <fil> <fil> <fil> <fil> <fil> <fil> <fil> <fil> <fil> <fil> <fil> <fil> <fil> <fil> <fil> <fil> <fil> <fil> <fil> <fil> <fil> <fil> <fi
test_sample_3599_noisy,يعني تسعه و ستين سنه
test_sample_3600_noisy,ين صفر
test_sample_3601_noisy,أه أه أه أه أه أه أه أه أه
test_sample_3602_noisy,إيه الأسئله الصعبه اللي
test_sample_3603_noisy,<fil> وبعد كده روحتلها وإنتي شيكابتن و هزارته أما نرجع حديثا
test_sample_3605_noisy,تعالي
test_sample_3606_noisy,الأصلي
test_sample_3607_noisy,ده الدقهليه اتلمناه <fil> <fil
test_sample_3608_noisy,أنا محتاجه وأنا في الإتحاد الأوروبي و رأي التأمين التأمين لا يطلع عند ردين ألف
test_sample_3609_noisy,هو الموازنه بعد ما يبسعه لنفسه
test_sample_3610_noisy,دلوقتي هيفتحلك أبلكيشن متوفر إليه قرش و هو وريك أكل الأكله دي تتمثلها بالإشاره لصاحبك لو عرفها تكسب إنتو الإتنين
test_sample_3611_noisy,أه هي أنا مش مش مش مش مش مش مش مش مش مش مش مش مش مش مش مش
test_sample_3612_noisy,واحد زحمه و قالي مره لو
test_sample_3613_noisy,البنت دييتلك كده هي ودخلت بيها على مامتك
test_sample_3614_noisy,في شهر حصل قبل حداشر اتناشر واحد تمام
test_sample_3615_noisy,هو الأزهر ماماأتنى
test_sample_3616_noisy,نحط فيها طمطمايه والكلام ده لا هو الفرض دلوقتي التوفيق زي اللي إحنا فيه دلوقتي مباشرة بيانات النجمه
test_sample_3617_noisy,<fil> و بيساعدهم في الأوراق وبتابعلك الأوراق بتاعك ويجبلك الملف بتاعك لو إنت مبتعرفش لغم
test_sample_3618_noisy,أنا فلان الفلسطيني لغرف السياحي
test_sample_3620_noisy,تمام بس إنت الأفضل إن هما يتابعوا معانا بالذات لو إنت مبتعرفش لغه هيبعتلك على إيميل هتاخد بقى إيميل كوبي بيستطيع علىك إيه على جبهه الترانسيشن وهتارجل هتبدأ تفهم هيبقى الموضوع سهل بالنسبالك عايز يتوصل معاهم بيديك رقم الواتساب بتاعته
test_sample_3621_noisy,دلوقتي نسيطر بتهوي عندك
test_sample_3622_noisy,لأ ده كل اللي ياخد معلش
test_sample_3623_noisy,اللي هو بتكلم عن مصر القديمه
test_sample_3624_noisy,<fil> <fil> <fil> <fil> <fil> <f
test_sample_3625_noisy,أه
test_sample_3626_noisy,الكراتين خاصه كان بتاع أنا شكرا ليكم من طارقكم مؤسسنا كنت قولتي عليكي يعني خلاص حبيبتي أو شوفك الورق بالظبط إمكانيات إيه إنت عايز تقعد بشكل سيوله بالظبط ما هي نزود يعني
test_sample_3627_noisy,و الله
test_sample_3628_noisy,مع المرحله المرحله المرحله الم
test_sample_3629_noisy,بس خلاص
test_sample_3630_noisy,عشان أوريدي بسرعه
test_sample_3631_noisy,لإرتباطه العلاقات العاطفيه بعد خمس سنين
test_sample_3632_noisy,يا جماعه ها ها ها ها ها ها ها ها ها ها 
test_sample_3633_noisy,هي أمي بقولك أنا في اسمي عبد السيد دلوقتي
test_sample_3635_noisy,من مصر
test_sample_3636_noisy,فالمهم اللي أنا لما سألته إيه يعني ممكن يكون توقعاتك إيه فأنا في حد يتفرق في الموضوع شويه أقل من اللي موجودين ده ده فهت مش
test_sample_3637_noisy,ماسبيرو
test_sample_3638_noisy,إنت حضرتك بتتكلم على بينه وبتاع يعني
test_sample_3639_noisy,ولهاش
test_sample_3640_noisy,مظبوط عنك ولاد
test_sample_3641_noisy,بصي دلوقتي ومعملولي محضر تاني في الجامعه
test_sample_3642_noisy,عملي محضر غيش
test_sample_3643_noisy,إن شاء الله يوم جماهيريه من جامعة عين شمسين باقيين من جامعة عين شم
test_sample_3644_noisy,<fil> <fil> <fil> <fil> <f
test_sample_3645_noisy,لا أنا عمري ما نجوم ربنا سبحانه وتعالى
test_sample_3646_noisy,على رسول الله صلى الله عليه وسلم عليه الص
test_sample_3647_noisy,لأ بوظده مش طبعا أشوف الباسعه عامل ازاي إم فالشغل موجود
test_sample_3648_noisy,ماكنش في التشكيل المكنش في التشخيص المكنش في التشكيل
test_sample_3650_noisy,وحواريكم منها أجمل فيديوهات إن شاء الله
test_sample_3651_noisy,تمام طيب <fil> في <fil> <fil> <fil> <fil> <fil> <fil> <fil> <fil> <fil> <fil> <fil> <fil> <fil> <fil> <fil> <fil> <fil> <fil> <fil> <fil> <fil> <fil> <fil> <fil> <fil> <fil> <fil> <fil> <fil> <fil> <fil> <fil> <fil> <fil> <fil> <fil> <fil> <fil> <fil> <fil> <fil> <fil> <fil> <
test_sample_3652_noisy,أه
test_sample_3653_noisy,<fil> <fil> <fil> <fil> <fil> <fil> <fil> <fil> <fil> <fil> <fil> <fil> <fil>
test_sample_3654_noisy,بقولها بالإيجاب
test_sample_3655_noisy,لأ ده كلام بيني وبينها بقى بعد إذنك
test_sample_3656_noisy,أحبوبنا على القنوات إن شاء الله في صاحب يا جماعه و إن شاء الله بإذن الله هنحاول إن الضغوط لأن هو فعلا اللي كان مستهدف
test_sample_3657_noisy,طب أنا مش عايز أكشف ال ال أنا عايز أعمل أوراق زي ما في ناس كتير بتيجي بتعمل كده بيشتريها ده حقيقي بقى طب العقد ده ممكن الحقيقي
test_sample_3658_noisy,بعضي في بعضي بعض في بعض
test_sample_3659_noisy,الفتوى
test_sample_3660_noisy,مصدقه
test_sample_3661_noisy,وليفها المسأله الرئيسيه بتاعة القصر ركزوا بقى هنا في النيكووس بتاعت الجدران
test_sample_3662_noisy,مخيف يا بني
test_sample_3663_noisy,أهلا بحضرتك
test_sample_3665_noisy,جنوب أفريقيا
test_sample_3666_noisy,و لكن أنا بكلمك في أول حاجه إنت لو بتفكر بتقدم للسفاره
test_sample_3667_noisy,وهجزت من خمس دقايق خمس دقايق حاجتين كل يوم إن إنت هتصوم إيه هتظلمك
test_sample_3668_noisy,ما فيش
test_sample_3669_noisy,يا صواري فدي أول حاجه
test_sample_3670_noisy,كان كان
test_sample_3671_noisy,يا محمد صلى الله عليه وسلم صلى الله عليه وسلم عليه الصلاة والسل
test_sample_3672_noisy,بس <fil> <fil> <fil> <fil> <fil> <fil> <fil> <fil> <fil> <fil> <fil> <fil> <fil> <fil> <fil> <fil> <fil> <fil> <fil> <fil> <fil> <fil> <fil>
test_sample_3673_noisy,يعني
test_sample_3674_noisy,ثواني
test_sample_3675_noisy,يبقى هعمل حد فهمته تاني في مولانه بتاريخ خمسه و أنا مش هننفذ الشارع فهعمل حد تاني بتعيش خمسه
test_sample_3676_noisy,إزاز إزازه إزازه إزازه إزازه إزازه إزازه إزازه إزازه إزازه إزازه إزازه إزازه إزازه إزازه إزازه إزازه إزازه إزازه إزازه إزازه إزازه إزازه إزازه إزازه إزازه إزازه إزازه
test_sample_3677_noisy,الفوله نوع الفوله
test_sample_3678_noisy,<fil> <fil> <fil> <fil> <fil> <fil> <fil> <fil>
test_sample_3680_noisy,جرت العاده في نفس التوقيت كان بي أسلوب فيه خلاص يعني ب رأي بتشرب بالناس وكلام من ده
test_sample_3681_noisy,أهلا بحضرتك أهلا وسهلا بحضرتك القديمه
test_sample_3682_noisy,بتقول كده <fil> كانت بتقول كده
test_sample_3683_noisy,تلاته الكلام ده لأن أنا قولته بمرض الله عشان هسألك ربنا عليه أسمعه أشوف في التلفزيون
test_sample_3684_noisy,كنت بخانق مع مراتك و لا علاقتك و لا
test_sample_3685_noisy,<fil> <fil> <fil> <fil> <fil>
test_sample_3686_noisy,في المستخدمها بأعمالهم بيه هصورهم الأماكن دي و قبل كده أقول فين الأماكن فين الأماكن
test_sample_3687_noisy,عايزك تعلقلي على الدليفري من أول ما يطلع من مطعم لحد ما يوصل البيت عندك بطريقة المعلنين بتوع متوسط
test_sample_3688_noisy,ناس فضربت و كده و ترادي الأمن و
test_sample_3689_noisy,حسبي ممكن يكون فتح قافي شبك ممكن يكون كفايه بس ممكن
test_sample_3690_noisy,و إنت إيه مش ترعيبه من الكارت بتاعك أهدى وأختك بقى أبوه وأمه أصحابك أي حد عايز يشتري أي حاجه حتى لو إنت مش عاوزه أقول مش تجيها بالتاريخ بتاعها ويجيلي في النسيان
test_sample_3691_noisy,بس قبل ما تحط القياده بتاعتك لازم تكون الأوراق بتاع في الكاميرا <fil> <fil> <fil> <fil>
test_sample_3692_noisy,و علي ليه طيب
test_sample_3693_noisy,إيه رأيك في الحب
test_sample_3695_noisy,ميرسي يا هو
test_sample_3696_noisy,إحنا التصريحات بالذات مؤسسات يعني حط نفسك بجانب أو حط نفسها أنا أنا فكرت في كده فبقولك و إنت حره
test_sample_3697_noisy,إنتوا إنت أهو إنتوا إنت
test_sample_3698_noisy,ده وممكن
test_sample_3699_noisy,إنك مش راجع بيمنعك من الصفا مفيش الكلام ده
test_sample_3700_noisy,لشاري الكرامه كلها إنما الحب حقه و العيش حابه تانيه خالص
test_sample_3701_noisy,أصل أنا أقصد يعني أقص
test_sample_3702_noisy,أنا عايز <fil> <fil> <fil> <fil> <fil> <fil> <fil> <fil> <fil> <fil>
test_sample_3703_noisy,ده أقل شيء تاخده ولكن في أعلى طبعا إن إنت تقدر تشتغل في شركه كويسه في الراديو بتاعتي كنا أعلى على حسب خبرتك برضو كده يعني تمام ده بالنسبه للمرتبات عشان الناس اللي كانت سألتني المرتبات لو حد التالت أقل من كده فده يبقى حد
test_sample_3704_noisy,الحب
test_sample_3705_noisy,أي دما يتحسن لا لا لا لا لا لا لا لا لا
test_sample_3706_noisy,<fil> <fil> <fil> <fil> <fi
test_sample_3707_noisy,وربنا سهل إن شاء الله
test_sample_3708_noisy,بالنسبه للشباب
test_sample_3499_noisy,قراءه في الهم
test_sample_3514_noisy,عشان يوكلوا عليا و كده فصاعاتي معاها
test_sample_3529_noisy,بسم الله الرحمن الرحيم من أي دوله بدأت إن هو أي دوله في الشهر اللي هي توقيت معين لأ هي فاتحة الصفحه
test_sample_3544_noisy,مش هتعمل فين في
test_sample_3559_noisy,مش مسمح يعني بعد ست شهور من أول ما تطلع رقم الناس
test_sample_3574_noisy,إبتدى التجاره الليلم النهارده عباره عن إيه النهارده التجاري اللم كله هم بلا استثناء و لا واحد نزل في <fil>
test_sample_3589_noisy,<fil> <fil> <fil> <fil> <fil> <fil> <fil> <fil> <fil> <fil> <fil> <fil> <fil> <fil>
test_sample_3604_noisy,بعد رسول الله صلى الله عليه وسلم عليه الصلاة والسلام عليه الصلاة والس
test_sample_3619_noisy,والله يا إيمي يا إيمي يا إيمي
test_sample_3634_noisy,ها ها
test_sample_3649_noisy,دلوقتي الوضع
test_sample_3664_noisy,في وراها
test_sample_3679_noisy,أنا كده بقيت في النسود أنا كده بقيت حرقي فيذا لا مبقيتش حريصين إنت كده داخل بقى الفيزا بهجت أه بس انت خلاص ما قدم على أوراق
test_sample_3710_noisy,وسكر وتقولاء أبو الرياد قالك إيه حطوا متخافيش لأ ده هتولى حمزه الحمام أو تحطه في المكان في المنور الحمايه الاجتماعيه
test_sample_3711_noisy,قواعد في اللحظة اللحظة اللحظة اللحظ
test_sample_3712_noisy,أرض عليه فتاة أحلام أحمد
test_sample_3713_noisy,مثلا <fil> <fil> <fil> <fil> <fil> <fil> <fil> <fil
test_sample_3714_noisy,الناس اللي بتقدم بتقدم شهر اتنين شهر تلاته عن أربع شهور خمسه شهر سته شهر سبعه الجو بيكون حارضه في أوروبا الدوله بيكون حلو
test_sample_3715_noisy,ليس لديها مانع من سفر
test_sample_3716_noisy,شقه مثلا
test_sample_3717_noisy,إنما لو ما فيش حد بلغ عنك الموضوع أوكيه مفيش أي مشاكل
test_sample_3718_noisy,فدي حاجه من ضمن الحاجات اللي يعني بيبقى فيها نسب التوفيق من عند ربنا خمسين في الميه اللي إنت بتقدم في الوقت ده عشان خاطر مفيش حد يقدم جديد
test_sample_3719_noisy,المكان اللي حصل فيه طبعا هيكون في مكان إيه ما تشوف كده عند تلعب الكبيره الورقه دي كده
test_sample_3720_noisy,أنا دلوقتي صلاح سياحي أنا دراسه فالراجل ده بيتعامل معايا إن أنا طلع زياده
test_sample_3721_noisy,وطبعا عشان أحنا بنسعى يا أستاذ عمرو بقى اضطر على اللي إحنا جيده عندها دي كده
test_sample_3722_noisy,فبي عشرين فرصه لبعض يعني إن هو ميكرش وحاجتهم طب النهارده النهارده لأ النهارده لأن السوق فاضي على غير العاده النهارده إعتبر لحد دلوقتي
test_sample_3723_noisy,أه أه
test_sample_3725_noisy,تمام بتكلفة جامعة عين شمس بخمسه وخمسين جنيه ممكن تعملها بيغنوا في
test_sample_3726_noisy,الحاجه التانيه كل ورقه بتقدمها خليك إنت مجال السفير وحط نفسك مخالفه يعني جاهزة الحساب ده أنا عشان خاطر أقدمه بشكل صغير حتى أفكر
test_sample_3727_noisy,ااااااااا
test_sample_3728_noisy,خالص في في فلسط
test_sample_3729_noisy,<fil> <fil> <fil> <fil> <fil> <fil> <fil>
test_sample_3730_noisy,حلو والكلام ركزوا يا جماعه و الله العظيم الكلام ده مهمه طيب خلاص أنا بقى قعدت خمس تيام فرومه و كتبت إن أنا أعمل إيه خمس دقايق طيب خلاص أنا بقى قعدت خمس تيام في روما و كتبت أنا هعمل إيه خمس دقايق
test_sample_3731_noisy,بتشاركوا في حياتك
test_sample_3732_noisy,رضوها إنتي إنتي كنتي بسم الله ما شاء الله فضحتيه في جمهورية مصر العربيه
test_sample_3733_noisy,بقيت الإجراءات أه
test_sample_3734_noisy,من أول مره بيرجع لإيه بيلعب على إيه كنز أو بيرجع للي السفير اللي بيشوف الورق حد قالك ده دي
test_sample_3735_noisy,فإذا الناس النهارده مزرعة الجندي عمل حسابك مش موجود تمام ده كده اللي حصل في السوق بالتفاصيل يعني
test_sample_3736_noisy,طب أنا لازم أقنع ملهاش في الحساب ده بقنعه إن أولا في فلوس في مبلغ
test_sample_3737_noisy,هنتكلم عن معهد دلوقتي عن الفراق وإيه السبب إن الفلاني تيجي في المكان
test_sample_3738_noisy,بتروح بيها تقدر إن إنت تتعلم فيها اللغه وفي الوقت اللي إنت عايز حدودك مثلا معاد يقولك الدوره هتبدأ بعد أسبوع بعد شهر بتاخد المعاد وتسجل اسمه بالورقه اللي هو بيديهالك جايه متنفعش ولا مليم
test_sample_3740_noisy,الكلام اللي أنا بقوله عشان مش تروح تمسك الحاجه اللي إحنا هنعملها دلوقتي مع بعضها
test_sample_3741_noisy,و لكن في ناس ممكن بتقدم وبتاخد هنعرف ناس قدمت عشر تيام <fil> في ناس ممكن بتقدم وبتاخد هنعرف ناس قدمت عشر تيام <fil> في ناس ممكن بتقدم وبتاخد هنعرف ناس قدمت عشر تيام <fil> في ناس ممكن بتقدم وبتاخد هنعرف ناس قدمت عشر دقايق
test_sample_3742_noisy,<fil> <fil> <fil> <fil> <fil> <fil> <fil> <fil> <fil> ودي
test_sample_3743_noisy,إن شاء الله بإذن الله بإذن الله
test_sample_3744_noisy,أيوه
test_sample_3745_noisy,هنعملوا بقى عزومه بقى إم فإحنا هنلاقي عزومه جميله جدا بسم الله ما شاء الله يعني وهنقلبلومي كده يا جماعه الإيه
test_sample_3746_noisy,ما هو الراجل ناقصه ورقه معينه بيعمل هنا فبيعمللك العقد ده العادي ده مش في عهد حقيقي
test_sample_3747_noisy,لو معاك في ظل و معندكش مشاجي هو في حد بلغ عنك لو حد مبلغ عنك هيرجع
test_sample_3748_noisy,الحب ده حاجه أنا بخلص بقى كل شغلي أولا
test_sample_3749_noisy,هنقعد السكر على الجسم زي ما انتو شايفين كده قدامكم نازله سكر بودر مطحون و هنقلب الجلد بالطريقه دي
test_sample_3750_noisy,مليش أبويا الرئيس بعديهم السرعه
test_sample_3751_noisy,لأ مبعرفش أوضه
test_sample_3752_noisy,بتيجي عليه طيب هتحط زي ماات شايف كده الطبق ده فريقنا للفران بتيجي عليهم أو المكان اللي فران اللي تيجي عليه وتيجي دوت في الحته اللي هي وهو فيها
test_sample_3753_noisy,بس محتاجها تكون تأشيره وتعددت الدخول ضروري أعمل إيه لو أول مره
test_sample_3755_noisy,اتربوا بقى على السلم وجمال و اللي بيطلعنا على الدوري الأولاني معموله إنه رخام اسمه اتخانق الكراره على اسم المدينه اللي جايه منها من الإيطاليه
test_sample_3756_noisy,و و الورقه اللي هي بتاعت الفن اللي إنت إسكنت فيها أول ما تيجي وبتكتب بتاعت طياره و و الله و الله مش متذكر كل الأوراق بس أنا أنا أي الفيدي يعني المهم
test_sample_3757_noisy,لو إنت نازل <fil> <fil> <fil> <fil> <fil> <fil> <fil> <fil> <fil> <fil> <fil> <fil> <fil> <fil> <fil> <fil> <fil> <fil> <fil> <fil> <fil> <fil> <fil> <fil> <fil> <fil> <fil> <fil> <fil
test_sample_3758_noisy,غير
test_sample_3759_noisy,<fil> <fil> <fil> <fil> <fil> <fil> <fil> صراحه فحصلك بصوا مشكله
test_sample_3760_noisy,إنتي تقدري بسم الله الرحمن الرحيم
test_sample_3761_noisy,عشان المرايه بيتنازل لازم أطلع غلط هل في دماغي وأحمد مع حضراتكوا لقيتين في البيت
test_sample_3762_noisy,خفته
test_sample_3763_noisy,القلب
test_sample_3764_noisy,و القنوات و البطوله هذه الجروب عشان خاطر دايما إحنا بناخد بكل جديد إن شاء الله
test_sample_3765_noisy,من تلاته و أربعه وخمسه
test_sample_3766_noisy,<fil> <fil> <fil> <fil> <fil> <fil>
test_sample_3767_noisy,كذا و كذا و كذا و كذا ماشي يبقى اليوم السادس عامل فيب نجاحات السادس
test_sample_3768_noisy,و نازله عامه
test_sample_3770_noisy,ناخد بقى فيلم اللي هيطلعلك على السطح فيلم معمول من حساب اسمه حسد الأرض و دوت من أغلى وأجود أنواع الأخبار اللي مش بتفوس اللي بيتعيش فتره طويله
test_sample_3771_noisy,يلا كنتوا مع ما زاء
test_sample_3772_noisy,صور في بطني كده محمد
test_sample_3773_noisy,<fil> يعني <fil> <fil> <fil> <fil> <fil> <fil> <fil> <fil> <fil> <fil> <fil> <fil> <fil> <fil> <fil> <fil>
test_sample_3774_noisy,<fil> <fil> <fil> <fil> <fil> 
test_sample_3775_noisy,بس ده هيعود يعني تكون محبس الحمام لأن الطريقه ديت
test_sample_3776_noisy,الحبل القلب
test_sample_3777_noisy,إيه شايلين شاينين شاينين شاي
test_sample_3778_noisy,جنب غرفة الطعام في غرفة التخدين وزارة التخدير دي بنلاقي فيها إيه بقى بصوا هنا كده
test_sample_3779_noisy,الله يرحمها
test_sample_3780_noisy,الراب عباره دي الأخيره
test_sample_3781_noisy,الخزو أي خلص يعني في طلب شهر شهرين من
test_sample_3782_noisy,غاز الفترات أحلامك تقولها إيه
test_sample_3783_noisy,والله بسم الله الرحمن الرحيم بسم الله الرحمن الرحيم بسم الله الرحمن الرحيم بسم الله الرحمن الرحيم كده م
test_sample_3785_noisy,مينا مواحده كتريرينجينج
test_sample_3786_noisy,أي عمل استطلاع رأيه على الرجاله المصريين لأ أربعه وأربعين في الميه من الرجاله المصريين عايزين يتجوزوا الجوازه تانيه يا ترى ليه عايزين اتجوزت جهاز تانيه اتعلمنا نشوف هيقولوا إيه
test_sample_3787_noisy,سؤال
test_sample_3788_noisy,معروف إن دول الإتحاد الأوروبي كلها يعني أنا أنا بكلم نفسي وبكلمهم صداعالي
test_sample_3789_noisy,فا أكيد مش شيكم متربيه على الغالي ومستحمله و نضيفه و الدنيا معاها بذرا مية أحسن مننا
test_sample_3790_noisy,المحلي اللي هو عيد مصر
test_sample_3791_noisy,ازاي بيزقني يعني ليه بقى شقي بقى
test_sample_3792_noisy,مدرسة إيه حاجزه يا رامي هشوف بقى كفايه إن أنا حاجات دي بيها ليه أنا شوفته وريت اللي أنا حاسس بيها دي بتاعت الطيران وحاجس بيها خمس تيام وقت التذكره عند طفول الرمل في أي فندق فرما حد
test_sample_3793_noisy,بجميع الميهم لحاجه الثبات
test_sample_3794_noisy,أنا ما كانش في التسعيره
test_sample_3795_noisy,وبعض
test_sample_3796_noisy,لما يجيلك المعاد هي طبعا الورقه مكتوبه بالبروت غالي هحاول إن أنا أترجمها وأقولكوا إيه الأوراق دي و هو صور هلكو وانت ممكن تكون تلت ميه تمام
test_sample_3797_noisy,لأ النهارده ما شاء الله سؤال إنت كاتب شويه
test_sample_3798_noisy,كنت بعمل فيك علب
test_sample_3800_noisy,<fil> <fil> <fil> <fil> <fil> <fil> <fil> <fil> <fil> <fil> <fil>
test_sample_3801_noisy,أسوان يا سلام أنا أحب أصغر أوي
